F2,F3,F4,F8,F9,F13,F14,F18,F19,F23,F24,F28,F29,F33,F34,F38,F39,F43,F44,F48,F49,F53,F54,F58,F59,F63,F64,F68,F69,F73,F74,F78,F79,F83,F84,F88,F89,F93,F94,F98,F99,F103,F104,F108,F109,F113,F114,F118,F119,F123,F124,F128,F129,F133,F134,F138,F139,F143,F144,F148,F149,F153,F154,F158,F159,F163,F164,F168,F169,F173,F174,F178,F179,F183,F184,F188,F189,F193,F194,F198,F199,F203,F204,F208,F209,F213,F214,F218,F219,F223,F224,F228,F229,F233,F234,F238,F239,F243,F244,F248,F249,F253,F254,F258,F259
Long-term,"3,030,244,485",0.00,"29,812,746",0.00,"9,199,270",0.00,"46,765,782",0.00,"18,673,107",0.00,"461,618,276",0.00,"57,215,419",0.00,"49,589,628",0.00,"7,558,350",0.00,"14,753,134",0.00,"132,377,677",0.00,"57,367,723",0.00,"15,919,412",0.00,"6,033,354",0.00,"153,037,682",0.00,"47,670,938",0.00,"18,982,080",0.00,"27,029,448",0.00,"42,780,542",0.00,"36,195,405",0.00,"7,883,996",0.00,"51,824,051",0.00,"95,212,699",0.00,"73,409,744",0.00,"52,928,479",0.00,"14,527,709",0.00,"46,336,120",0.00,"5,441,126",0.00,"15,471,154",0.00,"26,456,617",0.00,"10,406,742",0.00,"94,461,533",0.00,"15,760,309",0.00,"347,097,563",0.00,"46,924,142",0.00,"8,260,152",0.00,"87,461,872",0.00,"18,553,130",0.00,"36,935,950",0.00,"124,167,195",0.00,"11,409,336",0.00,"37,869,600",0.00,"6,169,559",0.00,"41,855,604",0.00,"284,681,651",0.00,"21,694,420",0.00,"4,505,353",0.00,"65,551,559",0.00,"84,136,500",0.00,"12,233,111",0.00,"46,067,298",0.00,"1,970,238",0.00
     Public debt for private purposes,"553,578,695",0.00,"903,806",0.00,"3,425,552",0.00,"9,743,436",0.00,"4,372,727",0.00,"50,789,468",0.00,"11,875,391",0.00,"12,663,735",0.00,"1,743,422",0.00,"1,147,035",0.00,"14,124,573",0.00,"7,857,109",0.00,"359,207",0.00,"2,446,975",0.00,"26,725,935",0.00,"13,235,389",0.00,"1,922,394",0.00,"6,422,921",0.00,"13,295,670",0.00,"12,720,805",0.00,"1,986,604",0.00,"12,393,271",0.00,"20,370,681",0.00,"13,063,015",0.00,"11,273,796",0.00,"1,661,471",0.00,"16,691,329",0.00,"2,473,905",0.00,"1,334,913",0.00,"2,861,848",0.00,"3,938,183",0.00,"14,585,048",0.00,"4,400,949",0.00,"69,336,494",0.00,"10,171,098",0.00,"1,903,060",0.00,"30,412,809",0.00,"1,590,428",0.00,"6,960,468",0.00,"34,976,948",0.00,"4,772,407",0.00,"5,618,149",0.00,"2,663,696",0.00,"13,311,480",0.00,"29,552,211",0.00,"4,223,267",0.00,"1,450,732",0.00,"8,063,283",0.00,"7,222,812",0.00,"4,903,282",0.00,"12,946,322",0.00,"689,186",0.00
Long-term debt issued,"409,699,854",0.00,"3,938,302",0.00,"633,709",0.00,"6,544,542",0.00,"2,430,790",0.00,"69,274,743",0.00,"8,679,323",0.00,"7,463,943",0.00,"585,977",0.00,"2,739,229",0.00,"15,920,142",0.00,"7,092,628",0.00,"3,720,545",0.00,"738,988",0.00,"18,263,418",0.00,"5,162,509",0.00,"2,319,195",0.00,"3,045,875",0.00,"3,563,817",0.00,"2,389,501",0.00,"1,070,019",0.00,"8,830,534",0.00,"10,680,320",0.00,"9,511,861",0.00,"6,899,322",0.00,"2,443,419",0.00,"5,822,814",0.00,"731,180",0.00,"2,780,223",0.00,"4,131,576",0.00,"1,722,629",0.00,"9,226,043",0.00,"2,007,622",0.00,"46,248,150",0.00,"7,517,570",0.00,"4,144,864",0.00,"8,461,172",0.00,"3,077,818",0.00,"7,084,114",0.00,"17,100,245",0.00,"1,509,337",0.00,"5,008,277",0.00,"787,103",0.00,"3,932,543",0.00,"40,131,609",0.00,"4,218,672",0.00,"988,657",0.00,"7,685,003",0.00,"11,344,469",0.00,"980,325",0.00,"8,800,359",0.00,"314,829",0.00
Long-term debt retired,"396,746,351",0.00,"3,758,938",0.00,"835,485",0.00,"7,310,200",0.00,"2,133,682",0.00,"54,632,774",0.00,"7,323,656",0.00,"5,685,101",0.00,"637,475",0.00,"2,264,554",0.00,"20,121,600",0.00,"7,967,483",0.00,"3,158,535",0.00,"858,207",0.00,"21,749,455",0.00,"7,411,624",0.00,"3,218,684",0.00,"4,208,485",0.00,"4,059,837",0.00,"3,099,188",0.00,"995,776",0.00,"7,656,954",0.00,"8,903,779",0.00,"12,646,998",0.00,"6,272,116",0.00,"2,268,575",0.00,"6,279,586",0.00,"898,267",0.00,"2,373,288",0.00,"5,222,661",0.00,"1,933,905",0.00,"9,121,553",0.00,"2,034,588",0.00,"42,877,583",0.00,"8,125,470",0.00,"3,206,530",0.00,"8,951,055",0.00,"3,148,994",0.00,"4,359,388",0.00,"17,773,581",0.00,"1,630,297",0.00,"4,923,214",0.00,"595,207",0.00,"4,406,684",0.00,"36,123,577",0.00,"2,610,681",0.00,"975,305",0.00,"8,434,787",0.00,"13,094,079",0.00,"758,441",0.00,"7,277,599",0.00,"430,870",0.00
            Cash and security holdings,"6,931,418,540",0.00,"67,187,920",0.00,"95,742,676",0.00,"96,159,371",0.00,"47,523,871",0.00,"1,239,277,145",0.00,"109,318,873",0.00,"66,574,370",0.00,"18,536,891",0.00,"15,926,541",0.00,"355,542,592",0.00,"152,125,982",0.00,"30,719,633",0.00,"29,537,755",0.00,"266,670,929",0.00,"82,659,217",0.00,"58,159,253",0.00,"41,272,426",0.00,"60,729,679",0.00,"90,093,604",0.00,"22,544,705",0.00,"106,305,005",0.00,"135,915,796",0.00,"156,194,667",0.00,"117,452,833",0.00,"42,261,410",0.00,"121,784,086",0.00,"23,404,918",0.00,"34,041,969",0.00,"60,022,472",0.00,"18,739,641",0.00,"138,501,844",0.00,"66,074,033",0.00,"701,085,640",0.00,"149,249,392",0.00,"34,216,480",0.00,"307,103,979",0.00,"58,170,267",0.00,"125,747,776",0.00,"207,944,471",0.00,"21,018,885",0.00,"65,778,411",0.00,"20,622,291",0.00,"149,478,111",0.00,"546,349,592",0.00,"49,983,167",0.00,"10,187,695",0.00,"147,179,467",0.00,"166,346,215",0.00,"27,850,151",0.00,"140,334,710",0.00,"35,769,733",0.00
Insurance trust funds,"4,296,033,977",0.00,"40,805,740",0.00,"15,584,741",0.00,"51,038,238",0.00,"29,595,670",0.00,"866,081,879",0.00,"56,334,293",0.00,"43,181,418",0.00,"10,595,460",0.00,"10,259,104",0.00,"191,761,295",0.00,"103,727,452",0.00,"16,908,859",0.00,"17,515,201",0.00,"169,728,851",0.00,"34,057,984",0.00,"36,268,979",0.00,"21,683,979",0.00,"33,709,780",0.00,"51,158,878",0.00,"14,410,358",0.00,"74,037,095",0.00,"82,135,328",0.00,"95,718,446",0.00,"68,805,528",0.00,"28,045,124",0.00,"76,631,634",0.00,"13,049,355",0.00,"18,290,044",0.00,"40,316,607",0.00,"9,052,749",0.00,"80,103,067",0.00,"28,544,028",0.00,"514,245,776",0.00,"99,903,915",0.00,"7,693,844",0.00,"204,994,659",0.00,"33,446,020",0.00,"89,011,722",0.00,"110,793,687",0.00,"10,502,101",0.00,"32,645,232",0.00,"12,383,213",0.00,"106,532,845",0.00,"268,329,065",0.00,"31,399,058",0.00,"5,131,632",0.00,"92,594,086",0.00,"114,975,700",0.00,"17,038,104",0.00,"105,161,361",0.00,"10,114,793",0.00
     Unemployment compensation,"105,353,297",0.00,"1,148,970",0.00,"876,762",0.00,"1,134,404",0.00,"1,230,702",0.00,"-361,677",0.00,"1,523,244",0.00,"964,660",0.00,"249,998",0.00,"442,730",0.00,"7,234,486",0.00,"3,476,820",0.00,"1,026,236",0.00,"1,044,370",0.00,"3,070,810",0.00,"641,842",0.00,"2,016,412",0.00,"1,247,804",0.00,"799,212",0.00,"1,866,818",0.00,"812,026",0.00,"2,361,500",0.00,"2,193,968",0.00,"7,117,922",0.00,"2,919,868",0.00,"1,300,634",0.00,"1,576,594",0.00,"592,202",0.00,"858,458",0.00,"1,780,838",0.00,"597,988",0.00,"4,174,892",0.00,"845,366",0.00,"4,039,800",0.00,"5,721,554",0.00,"169,374",0.00,"1,185,836",0.00,"2,051,440",0.00,"7,263,746",0.00,"4,198,086",0.00,"624,982",0.00,"1,356,296",0.00,"226,830",0.00,"2,217,934",0.00,"2,569,792",0.00,"2,071,184",0.00,"707,078",0.00,"2,335,870",0.00,"8,448,328",0.00,"135,764",0.00,"2,681,028",0.00,"581,516",0.00
     Employee retirement,"4,079,798,349",0.00,"39,656,770",0.00,"14,689,158",0.00,"49,903,834",0.00,"28,249,604",0.00,"836,799,069",0.00,"52,176,982",0.00,"42,173,272",0.00,"10,341,782",0.00,"9,816,374",0.00,"184,277,254",0.00,"100,234,493",0.00,"15,882,623",0.00,"15,735,694",0.00,"166,578,287",0.00,"33,413,900",0.00,"34,252,567",0.00,"20,426,933",0.00,"31,699,529",0.00,"49,045,489",0.00,"13,587,352",0.00,"71,380,441",0.00,"79,878,780",0.00,"88,564,658",0.00,"65,821,426",0.00,"26,744,490",0.00,"75,047,439",0.00,"10,975,658",0.00,"17,428,957",0.00,"38,535,769",0.00,"8,454,761",0.00,"75,644,266",0.00,"27,649,385",0.00,"495,760,223",0.00,"94,182,361",0.00,"5,636,073",0.00,"179,818,685",0.00,"31,394,580",0.00,"77,053,561",0.00,"105,125,929",0.00,"9,770,042",0.00,"30,797,866",0.00,"12,154,784",0.00,"104,314,911",0.00,"259,382,933",0.00,"29,188,728",0.00,"4,424,554",0.00,"90,253,853",0.00,"90,108,073",0.00,"15,275,174",0.00,"102,465,470",0.00,"7,623,553",0.00
     Workers' compensation,"100,682,936",0.00,0,0.00,"18,821",0.00,0,0.00,"115,364",0.00,"20,240,478",0.00,"2,536,366",0.00,"43,486",0.00,"3,680",0.00,0,0.00,"249,555",0.00,0,0.00,0,0.00,"735,137",0.00,"66,793",0.00,"2,242",0.00,0,0.00,"9,242",0.00,"1,211,039",0.00,"34,982",0.00,"10,980",0.00,"99,237",0.00,"11,619",0.00,"35,866",0.00,"64,234",0.00,0,0.00,"7,601",0.00,"1,481,495",0.00,"2,629",0.00,0,0.00,0,0.00,"180,868",0.00,"49,277",0.00,"14,445,753",0.00,0,0.00,"1,888,397",0.00,"23,990,138",0.00,0,0.00,"4,694,415",0.00,"1,469,672",0.00,0,0.00,"491,070",0.00,"1,599",0.00,0,0.00,"6,376,340",0.00,"139,146",0.00,0,0.00,"4,363",0.00,"16,419,299",0.00,"1,627,166",0.00,"14,863",0.00,"1,909,724",0.00
     Miscellaneous,"10,199,395",0.00,0,0.00,0,0.00,0,0.00,0,0.00,"9,404,009",0.00,"97,701",0.00,0,0.00,0,0.00,0,0.00,0,0.00,"16,139",0.00,0,0.00,0,0.00,"12,961",0.00,0,0.00,0,0.00,0,0.00,0,0.00,"211,589",0.00,0,0.00,"195,917",0.00,"50,961",0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,"103,041",0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,"107,077",0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Other than insurance trust funds,"2,635,384,563",0.00,"26,382,180",0.00,"80,157,935",0.00,"45,121,133",0.00,"17,928,201",0.00,"373,195,266",0.00,"52,984,580",0.00,"23,392,952",0.00,"7,941,431",0.00,"5,667,437",0.00,"163,781,297",0.00,"48,398,530",0.00,"13,810,774",0.00,"12,022,554",0.00,"96,942,078",0.00,"48,601,233",0.00,"21,890,274",0.00,"19,588,447",0.00,"27,019,899",0.00,"38,934,726",0.00,"8,134,347",0.00,"32,267,910",0.00,"53,780,468",0.00,"60,476,221",0.00,"48,647,305",0.00,"14,216,286",0.00,"45,152,452",0.00,"10,355,563",0.00,"15,751,925",0.00,"19,705,865",0.00,"9,686,892",0.00,"58,398,777",0.00,"37,530,005",0.00,"186,839,864",0.00,"49,345,477",0.00,"26,522,636",0.00,"102,109,320",0.00,"24,724,247",0.00,"36,736,054",0.00,"97,150,784",0.00,"10,516,784",0.00,"33,133,179",0.00,"8,239,078",0.00,"42,945,266",0.00,"278,020,527",0.00,"18,584,109",0.00,"5,056,063",0.00,"54,585,381",0.00,"51,370,515",0.00,"10,812,047",0.00,"35,173,349",0.00,"25,654,940",0.00
   By purpose:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
          Offsets to debt,"754,729,114",0.00,"2,906,538",0.00,"3,889,066",0.00,"13,025,372",0.00,"5,587,328",0.00,"66,890,636",0.00,"15,228,255",0.00,"14,361,100",0.00,"1,990,265",0.00,"1,279,637",0.00,"21,928,908",0.00,"9,711,394",0.00,"1,016,091",0.00,"3,059,406",0.00,"34,184,081",0.00,"20,033,576",0.00,"5,846,424",0.00,"8,904,137",0.00,"14,074,937",0.00,"14,895,988",0.00,"3,573,105",0.00,"14,786,884",0.00,"27,349,478",0.00,"16,636,700",0.00,"18,181,923",0.00,"2,934,793",0.00,"19,109,549",0.00,"3,053,115",0.00,"2,394,746",0.00,"4,698,605",0.00,"4,758,656",0.00,"21,302,530",0.00,"5,676,083",0.00,"97,548,693",0.00,"11,378,324",0.00,"2,973,044",0.00,"40,730,001",0.00,"4,709,282",0.00,"9,437,576",0.00,"39,509,777",0.00,"6,567,697",0.00,"8,130,025",0.00,"2,868,027",0.00,"18,497,855",0.00,"50,688,400",0.00,"4,323,308",0.00,"2,295,038",0.00,"17,830,833",0.00,"10,831,402",0.00,"5,181,437",0.00,"17,208,386",0.00,"750,703",0.00
          Bond funds,"218,745,506",0.00,"2,178,602",0.00,"530,220",0.00,"3,239,199",0.00,"1,734,452",0.00,"37,765,454",0.00,"5,540,369",0.00,"1,056,630",0.00,"520,572",0.00,0,0.00,"11,164,253",0.00,"6,179,596",0.00,"1,056,756",0.00,"908,259",0.00,"7,275,818",0.00,"1,531,407",0.00,"1,171,620",0.00,"2,198,359",0.00,"1,204,461",0.00,"2,938,802",0.00,"329,451",0.00,"2,099,927",0.00,"3,654,641",0.00,"3,851,940",0.00,"1,655,896",0.00,"686,645",0.00,"1,948,038",0.00,"501,432",0.00,"980,443",0.00,"3,296,539",0.00,"237,569",0.00,"5,289,957",0.00,"1,786,992",0.00,"13,472,400",0.00,"5,104,615",0.00,"339,290",0.00,"6,617,436",0.00,"1,799,070",0.00,"4,042,868",0.00,"10,523,390",0.00,"366,030",0.00,"2,598,171",0.00,"169,627",0.00,"3,108,508",0.00,"35,972,397",0.00,"3,242,071",0.00,"77,015",0.00,"5,318,059",0.00,"8,030,602",0.00,"455,000",0.00,"2,489,661",0.00,"504,997",0.00
          Other,"1,661,909,943",0.00,"21,297,040",0.00,"75,738,649",0.00,"28,856,562",0.00,"10,606,421",0.00,"268,539,176",0.00,"32,215,956",0.00,"7,975,222",0.00,"5,430,594",0.00,"4,387,800",0.00,"130,688,136",0.00,"32,507,540",0.00,"11,737,927",0.00,"8,054,889",0.00,"55,482,179",0.00,"27,036,250",0.00,"14,872,230",0.00,"8,485,951",0.00,"11,740,501",0.00,"21,099,936",0.00,"4,231,791",0.00,"15,381,099",0.00,"22,776,349",0.00,"39,987,581",0.00,"28,809,486",0.00,"10,594,848",0.00,"24,094,865",0.00,"6,801,016",0.00,"12,376,736",0.00,"11,710,721",0.00,"4,690,667",0.00,"31,806,290",0.00,"30,066,930",0.00,"75,818,771",0.00,"32,862,538",0.00,"23,210,302",0.00,"54,761,883",0.00,"18,215,895",0.00,"23,255,610",0.00,"47,117,617",0.00,"3,583,057",0.00,"22,404,983",0.00,"5,201,424",0.00,"21,338,903",0.00,"191,359,730",0.00,"11,018,730",0.00,"2,684,010",0.00,"31,436,489",0.00,"32,508,511",0.00,"5,175,610",0.00,"15,475,302",0.00,"24,399,240",0.00
"Revision date: June 26, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
