F2,F3,F4,F8,F9,F13,F14,F18,F19,F23,F24,F28,F29,F33,F34,F38,F39,F43,F44,F48,F49,F53,F54,F58,F59,F63,F64,F68,F69,F73,F74,F78,F79,F83,F84,F88,F89,F93,F94,F98,F99,F103,F104,F108,F109,F113,F114,F118,F119,F123,F124,F128,F129,F133,F134,F138,F139,F143,F144,F148,F149,F153,F154,F158,F159,F163,F164,F168,F169,F173,F174,F178,F179,F183,F184,F188,F189,F193,F194,F198,F199,F203,F204,F208,F209,F213,F214,F218,F219,F223,F224,F228,F229,F233,F234,F238,F239,F243,F244,F248,F249,F253,F254,F258,F259
Description,United States Total,,Alabama,,Alaska,,Arizona,,Arkansas,,California,,Colorado,,Connecticut,,Delaware,,District of Columbia,,Florida,,Georgia,,Hawaii,,Idaho,,Illinois,,Indiana,,Iowa,,Kansas,,Kentucky,,Louisiana,,Maine,,Maryland,,Massachusetts,,Michigan,,Minnesota,,Mississippi,,Missouri,,Montana,,Nebraska,,Nevada,,New Hampshire,,New Jersey,,New Mexico,,New York,,North Carolina,,North Dakota,,Ohio,,Oklahoma,,Oregon,,Pennsylvania,,Rhode Island,,South Carolina,,South Dakota,,Tennessee,,Texas,,Utah,,Vermont,,Virginia,,Washington,,West Virginia,,Wisconsin,,Wyoming,
,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local
,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV
,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
Description,C1,C2,C6,C7,C11,C12,C16,C17,C21,C22,C26,C27,C31,C32,C36,C37,C41,C42,C46,C47,C51,C52,C56,C57,C61,C62,C66,C67,C71,C72,C76,C77,C81,C82,C86,C87,C91,C92,C96,C97,C101,C102,C106,C107,C111,C112,C116,C117,C121,C122,C126,C127,C131,C132,C136,C137,C141,C142,C146,C147,C151,C152,C156,C157,C161,C162,C166,C167,C171,C172,C176,C177,C181,C182,C186,C187,C191,C192,C196,C197,C201,C202,C206,C207,C211,C212,C216,C217,C221,C222,C226,C227,C231,C232,C236,C237,C241,C242,C246,C247,C251,C252,C256,C257
     Gas supply,"6,437,657",1.90,"416,944",2.31,"18,248",0.00,"46,169",9.14,"1,554",26.58,"337,827",18.18,"153,156",0.00,"20,961",0.00,0,0.00,0,0.00,"283,737",8.65,"765,581",0.85,0,0.00,0,0.00,"251,475",9.18,"316,828",19.31,"98,670",2.55,"34,838",3.66,"305,950",22.90,"107,010",12.77,0,0.00,"6,444",0.00,"52,074",0.00,0,0.00,"99,819",8.63,"101,948",19.00,"108,761",0.00,0,0.00,"230,898",0.75,0,0.00,0,0.00,0,0.00,"47,679",0.00,"8,945",25.76,"159,382",1.21,108,0.00,"34,747",27.99,"34,437",13.44,517,0.00,"592,788",0.40,0,0.00,"234,864",7.83,"11,942",0.00,"1,057,610",0.29,"262,338",4.06,"11,773",0.00,0,0.00,"213,390",2.26,"6,538",0.00,241,0.00,"1,466",0.00,0,0.00
     Transit,"8,239,296",1.08,"3,308",0.00,"3,461",0.00,"82,753",0.31,"1,895",0.00,"1,607,784",5.03,"105,755",10.57,"46,247",0.00,"10,551",0.00,"162,725",0.00,"185,691",0.51,"73,753",12.95,"30,407",0.00,"2,776",0.00,"418,833",6.12,"27,733",2.06,"16,190",0.08,"2,963",16.37,"16,981",0.00,"17,285",13.44,"3,800",1.91,"53,779",0.62,"306,302",6.68,"50,821",4.62,"53,398",0.20,"1,237",0.00,"33,014",8.16,"1,345",0.00,"5,841",3.13,"64,990",0.00,"3,571",0.00,"357,316",0.00,"13,103",27.36,"3,240,350",0.01,"29,833",0.39,"3,246",0.00,"43,446",0.52,"7,970",2.33,"75,187",12.77,"290,848",0.84,"18,334",0.00,"11,945",0.00,23,0.00,"30,297",9.02,"173,897",0.81,"42,310",4.73,"1,930",5.50,"50,755",6.55,"395,381",0.09,"15,399",0.00,"42,527",1.61,11,0.00
Liquor store revenue,"12,782,947",0.17,"477,392",0.00,"8,591",2.45,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,"233,639",0.00,0,0.00,0,0.00,"416,015",0.00,0,0.00,0,0.00,0,0.00,"236,999",0.00,"315,492",0.00,0,0.00,"1,459,225",0.00,"322,394",4.99,"508,466",0.00,0,0.00,"135,420",0.00,0,0.00,0,0.00,"788,621",0.00,0,0.00,0,0.00,0,0.00,"1,143,229",1.29,0,0.00,"1,672,571",0.00,0,0.00,"792,060",0.00,"2,317,843",0.00,0,0.00,0,0.00,"14,403",0.00,0,0.00,0,0.00,"461,147",0.00,"108,155",0.00,"1,091,350",0.00,0,0.00,"127,796",0.00,0,0.00,"152,139",0.00
Insurance trust revenue2,"1,465,079,441",0.04,"5,268,025",0.00,"5,028,144",0.00,"17,730,724",0.00,"16,365,991",0.00,"321,670,072",0.04,"21,024,320",0.14,"19,911,675",0.16,"4,761,954",0.98,"2,353,657",0.00,"58,896,886",0.51,"47,911,325",0.12,"7,698,632",0.00,"6,302,523",0.00,"49,910,154",0.34,"9,746,218",0.01,"18,166,871",0.00,"6,694,294",0.00,"12,478,039",0.02,"16,467,448",0.14,"4,618,718",0.00,"22,572,222",0.06,"27,812,386",0.43,"27,839,568",0.45,"43,910,689",0.02,"10,073,944",0.00,"25,767,477",1.59,"3,911,479",0.00,"5,382,167",0.01,"15,877,207",0.00,"3,557,667",0.00,"27,200,411",0.00,"9,656,054",0.00,"180,820,069",0.00,"29,063,581",0.00,"2,532,721",0.00,"50,292,685",0.00,"12,217,014",0.14,"27,197,662",0.00,"40,007,509",0.45,"9,293,181",0.08,"12,233,783",0.00,"6,756,941",0.00,"18,642,591",0.75,"80,609,651",0.05,"5,168,745",0.00,"12,519,189",0.00,"31,769,162",0.60,"40,266,301",0.01,"6,226,908",0.31,"21,243,073",0.00,"1,651,734",0.00
     Unemployment compensation,"87,327,788",0.00,"631,470",0.00,"146,590",0.00,"553,513",0.00,"80,088",0.00,"25,416,331",0.00,"1,658,936",0.00,"1,421,154",0.00,"354,526",0.00,"1,409,928",0.00,"1,122,594",0.00,"515,549",0.00,"927,941",0.00,"360,930",0.00,"5,496,732",0.00,"496,374",0.00,"433,821",0.00,"312,300",0.00,"1,056,333",0.00,"374,491",0.00,"147,104",0.00,"699,894",0.00,"4,329,648",0.00,"1,138,702",0.00,"1,810,475",0.00,"502,881",0.00,"655,675",0.00,"122,022",0.00,"100,812",0.00,"896,835",0.00,"137,008",0.00,"3,058,919",0.00,"435,086",0.00,"9,657,994",0.00,"428,896",0.00,"341,500",0.00,"2,376,070",0.00,"436,558",0.00,"1,093,253",0.00,"4,030,563",0.00,"229,732",0.00,"272,613",0.00,"84,712",0.00,"308,029",0.00,"7,902,267",0.00,"195,986",0.00,"95,778",0.00,"466,654",0.00,"1,498,410",0.00,"367,235",0.00,"592,972",0.00,"143,904",0.00
     Employee retirement,"1,353,030,829",0.05,"4,636,555",0.00,"4,876,768",0.00,"17,177,211",0.00,"16,269,871",0.00,"286,074,811",0.04,"18,706,402",0.16,"18,462,837",0.18,"4,407,428",1.06,"943,729",0.00,"57,715,689",0.52,"47,395,432",0.12,"6,770,691",0.00,"5,680,723",0.00,"44,365,689",0.38,"9,242,340",0.01,"17,724,007",0.00,"6,381,994",0.00,"11,197,229",0.02,"15,956,971",0.15,"4,461,241",0.00,"21,712,112",0.07,"22,926,331",0.53,"26,692,132",0.47,"42,040,569",0.02,"9,565,618",0.00,"25,031,849",1.64,"3,604,487",0.00,"5,281,249",0.01,"14,980,372",0.00,"3,420,659",0.00,"23,398,905",0.00,"9,208,591",0.00,"168,104,005",0.00,"28,634,685",0.00,"1,935,662",0.00,"46,176,378",0.00,"11,780,456",0.14,"25,299,299",0.00,"35,757,590",0.50,"8,810,218",0.09,"11,939,661",0.00,"6,672,228",0.00,"18,334,562",0.76,"71,425,233",0.06,"4,965,927",0.00,"12,423,411",0.00,"31,302,508",0.61,"35,707,756",0.01,"5,628,360",0.34,"20,639,469",0.00,"1,182,929",0.00
     Workers' compensation,"14,251,698",0.00,0,0.00,"4,786",0.00,0,0.00,"16,032",0.00,"1,138,462",0.00,"658,303",0.00,"27,684",0.00,0,0.00,0,0.00,"58,603",0.00,0,0.00,0,0.00,"260,870",0.00,"47,725",0.00,"7,504",0.00,"9,043",0.00,0,0.00,"224,477",0.00,"73,349",0.00,"10,373",0.00,"83,652",0.00,"21,410",0.00,"8,734",0.00,"59,645",0.00,"5,445",0.00,"79,953",0.00,"184,970",0.00,106,0.00,0,0.00,0,0.00,"224,492",0.00,"12,377",0.00,"3,058,070",0.00,0,0.00,"255,559",0.00,"1,740,237",0.00,0,0.00,"805,110",0.00,"219,356",0.00,"17,897",0.00,"21,509",0.00,1,0.00,0,0.00,"1,282,151",0.00,"6,832",0.00,0,0.00,0,0.00,"3,060,135",0.00,"231,313",0.00,"10,632",0.00,"324,901",0.00
     Other insurance trust revenue,"10,469,126",0.00,0,0.00,0,0.00,0,0.00,0,0.00,"9,040,468",0.00,679,0.00,0,0.00,0,0.00,0,0.00,0,0.00,344,0.00,0,0.00,0,0.00,8,0.00,0,0.00,0,0.00,0,0.00,0,0.00,"62,637",0.00,0,0.00,"76,564",0.00,"534,997",0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,"518,095",0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,"235,334",0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
           Expenditure1,"4,509,101,907",0.05,"56,074,297",0.23,"16,401,206",0.31,"76,450,727",0.08,"31,755,873",0.18,"743,234,822",0.19,"79,255,120",0.39,"47,031,470",0.38,"14,478,840",0.08,"22,552,255",0.00,"225,472,475",0.33,"107,826,771",0.14,"21,880,729",0.00,"17,360,083",0.24,"177,745,058",0.24,"73,795,771",0.23,"42,526,722",0.28,"36,048,959",0.34,"54,704,140",0.17,"56,821,481",0.22,"15,949,201",0.32,"84,783,324",0.04,"116,829,929",0.26,"118,129,599",0.30,"81,882,235",0.36,"33,349,686",0.10,"65,402,870",0.36,"12,801,591",0.16,"27,363,705",0.33,"33,961,341",0.09,"15,054,862",0.41,"129,859,445",0.21,"31,039,728",0.14,"407,504,646",0.10,"113,125,217",0.30,"12,048,973",0.27,"147,217,234",0.18,"40,991,117",0.32,"70,030,154",0.14,"176,924,751",0.17,"15,896,148",0.31,"58,442,283",0.11,"10,096,042",0.30,"69,914,191",0.32,"341,824,819",0.31,"40,642,575",0.10,"11,512,585",0.32,"104,653,764",0.20,"116,635,489",0.60,"20,918,932",0.14,"71,511,754",0.24,"11,386,915",0.12
By character and object:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Intergovernmental expenditure1,"3,440,739",0.00,0,0.00,0,0.00,0,0.00,172,0.00,"2,746,077",0.00,"2,987",0.00,0,0.00,964,0.00,0,0.00,0,0.00,0,0.00,402,0.00,0,0.00,"16,924",0.00,"1,463",0.00,0,0.00,816,0.00,0,0.00,"400,000",0.00,0,0.00,0,0.00,"4,240",0.00,"4,094",0.00,378,0.00,0,0.00,"21,517",0.00,0,0.00,0,0.00,"17,405",0.00,0,0.00,"19,500",0.00,0,0.00,0,0.00,0,0.00,0,0.00,"15,711",0.00,"46,305",0.00,0,0.00,"112,108",0.00,"18,364",0.00,0,0.00,0,0.00,0,0.00,0,0.00,7,0.00,0,0.00,887,0.00,0,0.00,0,0.00,0,0.00,"10,418",0.00
     Direct expenditure,"4,505,661,168",0.05,"56,074,297",0.23,"16,401,206",0.31,"76,450,727",0.08,"31,755,701",0.18,"740,488,745",0.19,"79,252,133",0.39,"47,031,470",0.38,"14,477,876",0.08,"22,552,255",0.00,"225,472,475",0.33,"107,826,771",0.14,"21,880,327",0.00,"17,360,083",0.24,"177,728,134",0.24,"73,794,308",0.23,"42,526,722",0.28,"36,048,143",0.34,"54,704,140",0.17,"56,421,481",0.22,"15,949,201",0.32,"84,783,324",0.04,"116,825,689",0.26,"118,125,505",0.30,"81,881,857",0.36,"33,349,686",0.10,"65,381,353",0.36,"12,801,591",0.16,"27,363,705",0.33,"33,943,936",0.09,"15,054,862",0.41,"129,839,945",0.21,"31,039,728",0.14,"407,504,646",0.10,"113,125,217",0.30,"12,048,973",0.27,"147,201,523",0.18,"40,944,812",0.33,"70,030,154",0.14,"176,812,643",0.17,"15,877,784",0.31,"58,442,283",0.11,"10,096,042",0.30,"69,914,191",0.32,"341,824,819",0.31,"40,642,568",0.10,"11,512,585",0.32,"104,652,877",0.20,"116,635,489",0.60,"20,918,932",0.14,"71,511,754",0.24,"11,376,497",0.12
          Current operations,"3,311,835,197",0.06,"43,077,970",0.21,"11,787,279",0.07,"56,622,299",0.10,"23,949,852",0.22,"535,144,635",0.24,"54,616,596",0.49,"32,905,935",0.51,"11,088,978",0.08,"15,677,868",0.00,"171,087,925",0.16,"78,097,301",0.18,"15,922,979",0.00,"13,650,752",0.30,"122,502,412",0.26,"58,325,006",0.28,"31,726,465",0.31,"28,004,958",0.43,"40,900,556",0.17,"43,589,696",0.27,"12,686,816",0.28,"64,664,229",0.05,"83,394,720",0.31,"89,095,710",0.39,"59,802,294",0.46,"25,800,691",0.12,"49,553,909",0.47,"9,775,437",0.20,"20,819,056",0.38,"21,978,525",0.14,"12,405,834",0.49,"96,845,203",0.27,"23,894,591",0.16,"289,586,229",0.13,"88,432,809",0.38,"8,652,498",0.33,"107,409,788",0.22,"30,049,336",0.42,"52,515,987",0.18,"132,669,755",0.22,"11,786,272",0.24,"44,975,777",0.13,"7,166,067",0.41,"54,913,915",0.39,"243,060,881",0.40,"30,752,366",0.12,"8,183,596",0.44,"79,111,863",0.26,"84,026,670",0.80,"16,160,970",0.14,"54,036,669",0.22,"8,947,270",0.14
          Capital outlay,"433,040,610",0.25,"5,323,990",1.40,"2,228,547",2.21,"7,447,205",0.07,"3,272,237",0.68,"59,204,079",0.87,"10,367,494",1.30,"3,892,840",1.52,"1,427,195",0.28,"3,350,716",0.00,"25,334,239",2.70,"10,590,618",0.47,"2,516,710",0.00,"1,652,051",0.42,"16,243,452",1.72,"7,793,230",0.18,"5,247,899",1.28,"3,996,050",0.34,"4,535,853",0.84,"4,420,982",0.68,"1,157,994",3.19,"6,044,004",0.15,"10,384,292",1.36,"8,519,130",0.95,"9,110,542",1.18,"2,784,544",0.33,"5,756,045",0.89,"1,275,094",0.32,"4,165,390",1.03,"3,680,830",0.00,"863,324",1.15,"7,202,958",0.79,"2,381,911",0.63,"38,173,848",0.51,"10,968,979",0.57,"1,894,123",0.66,"12,365,091",0.94,"4,916,899",0.87,"6,175,583",0.43,"15,582,616",0.47,"932,133",0.22,"5,527,304",0.38,"1,494,662",0.63,"5,841,247",0.42,"44,175,727",0.86,"5,639,026",0.31,"657,053",0.30,"12,230,458",0.13,"14,691,159",1.05,"1,912,458",0.23,"6,465,741",1.91,"1,225,057",0.51
               Construction,"346,179,075",0.29,"4,313,116",1.73,"1,767,109",2.79,"5,767,767",0.09,"2,736,094",0.81,"48,924,450",1.05,"8,148,731",0.70,"3,090,587",1.78,"903,275",0.44,"3,097,603",0.00,"19,352,752",3.46,"8,943,505",0.51,"1,689,680",0.00,"1,261,992",0.53,"11,728,160",0.67,"6,189,051",0.18,"4,480,674",1.42,"3,069,977",0.38,"3,249,157",1.14,"3,524,403",0.79,"942,557",3.85,"4,904,522",0.02,"7,508,556",0.95,"5,496,418",0.04,"6,553,149",1.36,"1,995,862",0.25,"4,506,228",0.44,"1,041,248",0.31,"2,992,133",1.28,"3,142,995",0.00,"632,064",0.28,"5,850,984",0.97,"1,929,745",0.71,"32,023,090",0.58,"8,806,106",0.70,"1,527,340",0.80,"9,629,630",1.13,"3,636,971",1.13,"5,413,830",0.43,"12,465,200",0.54,"710,542",0.00,"4,326,663",0.43,"1,308,731",0.72,"4,377,626",0.44,"37,419,561",1.01,"4,342,093",0.39,"514,429",0.38,"10,305,393",0.07,"11,802,221",0.84,"1,514,838",0.28,"5,416,853",2.13,"903,410",0.69
               Other capital outlay,"86,861,535",0.46,"1,010,874",0.48,"461,438",0.08,"1,679,438",0.13,"536,143",0.29,"10,279,628",0.44,"2,218,763",5.51,"802,253",2.78,"523,920",0.00,"253,113",0.00,"5,981,487",2.27,"1,647,113",1.21,"827,030",0.00,"390,058",0.42,"4,515,293",5.95,"1,604,179",0.48,"767,225",2.75,"926,073",0.69,"1,286,696",0.71,"896,578",1.15,"215,437",3.39,"1,139,482",0.77,"2,875,736",4.23,"3,022,712",2.68,"2,557,393",2.37,"788,682",0.97,"1,249,817",3.78,"233,846",1.13,"1,173,256",1.60,"537,834",0.00,"231,260",4.23,"1,351,974",0.48,"452,166",1.38,"6,150,758",1.02,"2,162,873",0.64,"366,783",0.49,"2,735,461",1.50,"1,279,928",0.99,"761,753",1.73,"3,117,416",0.91,"221,591",0.95,"1,200,642",0.77,"185,931",0.21,"1,463,621",1.00,"6,756,166",0.53,"1,296,933",0.25,"142,624",0.31,"1,925,065",0.76,"2,888,938",4.12,"397,620",0.18,"1,048,888",4.19,"321,647",0.27
          Assistance and subsidies,"76,137,234",0.04,"1,334,075",0.00,"158,956",0.00,"3,720,562",0.00,"577,140",0.00,"15,123,205",0.12,"1,018,317",1.20,"552,593",0.00,"433,957",0.00,"707,175",0.00,"3,363,418",0.00,"1,657,827",0.00,"163,814",0.00,"231,385",0.01,"1,649,794",0.00,"1,345,890",0.00,"724,417",0.00,"258,184",0.00,"1,170,050",0.00,"938,896",0.00,"231,932",0.04,"3,230,393",0.00,"1,268,639",0.00,"1,868,067",0.00,"1,744,013",0.49,"482,704",0.00,"810,607",0.00,"131,957",0.00,"252,617",0.00,"771,771",0.00,"293,357",0.06,"1,922,020",0.07,"320,704",0.00,"4,549,433",0.39,"2,253,235",0.28,"146,286",0.04,"2,538,994",0.00,"779,892",0.00,"677,122",0.00,"1,703,727",0.00,"194,899",0.00,"1,482,226",0.00,"188,750",0.00,"2,077,771",0.00,"4,718,155",0.00,"1,091,925",0.00,"214,219",0.00,"1,690,686",0.37,"1,687,228",0.00,"372,288",0.00,"1,227,280",0.01,"84,681",0.00
          Interest on debt,"128,085,982",0.23,"1,267,143",4.09,"326,820",0.10,"1,695,981",0.25,"596,121",1.56,"20,305,290",0.94,"3,027,009",2.20,"2,184,434",0.33,"329,926",0.79,"779,994",0.00,"4,499,493",1.40,"2,324,045",0.39,"448,665",0.00,"262,101",0.57,"7,906,119",0.83,"2,109,502",0.23,"668,639",0.69,"694,933",0.93,"1,495,465",3.25,"1,219,733",0.18,"309,089",0.93,"2,545,182",0.32,"3,551,756",0.45,"3,074,720",0.37,"1,636,751",0.57,"558,900",0.19,"1,910,167",0.58,"218,523",0.32,"531,458",1.37,"1,146,351",0.02,"405,249",0.45,"3,392,971",0.72,"652,735",0.41,"17,910,683",0.18,"2,115,886",0.71,"327,972",3.45,"3,746,078",1.14,"636,268",0.82,"1,485,507",0.38,"4,535,369",1.10,"531,096",0.28,"1,357,994",0.38,"216,492",0.44,"1,895,953",0.34,"12,209,289",1.24,"719,123",0.30,"154,126",1.11,"2,481,361",0.59,"3,733,372",0.97,"418,654",0.55,"1,470,916",1.09,"64,578",1.12
          Insurance benefits and repayments,"556,562,145",0.03,"5,071,119",0.00,"1,899,604",0.00,"6,964,681",0.00,"3,360,351",0.00,"110,711,536",0.03,"10,222,718",0.10,"7,495,668",0.27,"1,197,820",0.55,"2,036,502",0.00,"21,187,400",0.45,"15,156,980",0.07,"2,828,159",0.00,"1,563,794",0.00,"29,426,356",0.15,"4,220,680",0.02,"4,159,302",0.00,"3,094,017",0.00,"6,602,217",0.02,"6,252,174",0.57,"1,563,370",0.00,"8,299,516",0.04,"18,226,282",0.24,"15,567,878",0.32,"9,588,256",0.10,"3,722,846",0.00,"7,350,626",0.39,"1,400,581",0.00,"1,595,185",0.03,"6,366,459",0.00,"1,087,098",0.00,"20,476,793",0.00,"3,789,787",0.00,"57,284,452",0.00,"9,354,308",0.00,"1,028,094",0.00,"21,141,572",0.00,"4,562,417",0.05,"9,175,955",0.00,"22,321,175",0.20,"2,433,384",1.64,"5,098,982",0.00,"1,030,071",0.00,"5,185,306",1.20,"37,660,768",0.06,"2,440,128",0.00,"2,303,591",0.00,"9,138,510",0.25,"12,497,059",0.01,"2,054,561",0.94,"8,311,148",0.00,"1,054,912",0.00
          Exhibit: Salaries and wages,"1,077,865,002",0.04,"15,017,738",0.07,"3,736,167",0.11,"17,121,127",0.08,"7,990,302",0.06,"162,511,714",0.03,"20,392,954",0.05,"14,015,534",0.07,"3,148,929",0.02,"4,583,928",0.00,"51,064,982",0.04,"28,097,073",0.07,"4,987,950",0.00,"4,684,290",0.13,"42,657,673",0.05,"17,334,560",0.07,"11,400,093",0.07,"10,658,262",0.06,"11,612,431",0.43,"12,794,542",0.17,"3,812,877",0.08,"22,092,260",0.05,"25,448,544",0.85,"27,427,936",0.07,"19,970,836",0.07,"8,361,466",0.13,"15,674,987",0.06,"3,213,472",0.06,"7,381,928",0.12,"7,649,327",0.05,"4,020,578",0.09,"35,910,820",0.06,"6,626,113",0.07,"92,813,312",0.03,"31,631,355",0.50,"2,834,001",0.05,"34,306,927",0.05,"10,378,306",0.04,"15,012,859",0.05,"36,113,144",0.05,"3,652,895",1.79,"14,405,600",1.59,"2,492,884",0.06,"17,273,477",0.37,"87,974,628",0.03,"10,293,375",0.15,"2,446,050",0.15,"27,331,086",0.20,"32,359,681",0.08,"4,891,012",0.04,"17,336,346",0.06,"2,916,674",0.41
Direct expenditure by function,"4,505,661,168",0.05,"56,074,297",0.23,"16,401,206",0.31,"76,450,727",0.08,"31,755,701",0.18,"740,488,745",0.19,"79,252,133",0.39,"47,031,470",0.38,"14,477,876",0.08,"22,552,255",0.00,"225,472,475",0.33,"107,826,771",0.14,"21,880,327",0.00,"17,360,083",0.24,"177,728,134",0.24,"73,794,308",0.23,"42,526,722",0.28,"36,048,143",0.34,"54,704,140",0.17,"56,421,481",0.22,"15,949,201",0.32,"84,783,324",0.04,"116,825,689",0.26,"118,125,505",0.30,"81,881,857",0.36,"33,349,686",0.10,"65,381,353",0.36,"12,801,591",0.16,"27,363,705",0.33,"33,943,936",0.09,"15,054,862",0.41,"129,839,945",0.21,"31,039,728",0.14,"407,504,646",0.10,"113,125,217",0.30,"12,048,973",0.27,"147,201,523",0.18,"40,944,812",0.33,"70,030,154",0.14,"176,812,643",0.17,"15,877,784",0.31,"58,442,283",0.11,"10,096,042",0.30,"69,914,191",0.32,"341,824,819",0.31,"40,642,568",0.10,"11,512,585",0.32,"104,652,877",0.20,"116,635,489",0.60,"20,918,932",0.14,"71,511,754",0.24,"11,376,497",0.12
     Direct general expenditure,"3,681,233,513",0.06,"47,297,915",0.24,"13,743,483",0.07,"63,319,493",0.07,"27,401,190",0.21,"574,810,226",0.23,"64,478,802",0.46,"37,886,754",0.47,"12,698,141",0.08,"16,760,701",0.00,"192,442,763",0.38,"85,991,349",0.17,"17,809,195",0.00,"15,361,724",0.27,"139,418,411",0.29,"66,833,256",0.23,"36,698,494",0.31,"31,416,786",0.38,"45,982,766",0.17,"48,767,633",0.24,"14,035,262",0.35,"72,330,062",0.04,"91,288,098",0.32,"97,863,801",0.35,"68,592,078",0.43,"28,231,797",0.10,"55,322,834",0.43,"11,040,828",0.17,"21,174,871",0.41,"26,047,660",0.12,"13,149,618",0.47,"104,403,813",0.25,"26,469,534",0.09,"315,709,832",0.13,"98,198,821",0.35,"10,649,125",0.30,"120,865,904",0.22,"34,160,625",0.37,"57,447,411",0.15,"147,520,351",0.19,"13,106,102",0.22,"49,786,740",0.11,"8,653,630",0.35,"56,179,389",0.36,"283,157,072",0.17,"35,191,272",0.10,"8,849,563",0.33,"90,909,985",0.23,"92,608,284",0.74,"18,414,489",0.08,"60,803,063",0.28,"9,952,516",0.13
          Capital outlay,"368,735,671",0.27,"4,872,797",1.52,"1,969,458",0.19,"5,853,900",0.09,"3,060,259",0.67,"44,525,937",1.15,"9,282,854",1.35,"3,643,678",1.63,"1,359,933",0.29,"1,787,437",0.00,"23,108,404",2.96,"9,328,986",0.52,"1,932,714",0.00,"1,597,317",0.39,"14,098,341",1.96,"7,392,155",0.18,"4,977,868",1.22,"3,773,801",0.35,"4,174,048",0.32,"4,221,481",0.61,"1,136,966",3.24,"5,076,532",0.17,"7,600,610",1.84,"7,620,162",1.03,"8,423,572",1.23,"2,661,316",0.34,"5,433,697",0.94,"1,201,445",0.25,"3,052,152",1.27,"3,381,216",0.00,"817,477",1.21,"5,894,047",0.94,"2,247,391",0.61,"27,251,895",0.69,"10,305,487",0.61,"1,800,384",0.68,"11,670,810",0.99,"4,457,865",0.87,"5,468,983",0.45,"14,473,063",0.50,"867,259",0.24,"4,830,076",0.25,"1,411,602",0.65,"5,139,919",0.45,"38,640,380",0.60,"5,134,504",0.32,"626,842",0.32,"11,024,022",0.15,"10,765,180",1.00,"1,859,462",0.03,"6,327,449",1.95,"1,172,537",0.50
