F2,F3,F4,F8,F9,F13,F14,F18,F19,F23,F24,F28,F29,F33,F34,F38,F39,F43,F44,F48,F49,F53,F54,F58,F59,F63,F64,F68,F69,F73,F74,F78,F79,F83,F84,F88,F89,F93,F94,F98,F99,F103,F104,F108,F109,F113,F114,F118,F119,F123,F124,F128,F129,F133,F134,F138,F139,F143,F144,F148,F149,F153,F154,F158,F159,F163,F164,F168,F169,F173,F174,F178,F179,F183,F184,F188,F189,F193,F194,F198,F199,F203,F204,F208,F209,F213,F214,F218,F219,F223,F224,F228,F229,F233,F234,F238,F239,F243,F244,F248,F249,F253,F254,F258,F259
     Unemployment compensation,"38,812,752",0.00,"241,274",0.00,"150,471",0.00,"526,490",0.00,"222,536",0.00,"6,011,447",0.00,"629,222",0.00,"763,731",0.00,"103,698",0.00,"171,251",0.00,"661,942",0.00,"689,234",0.00,"187,428",0.00,"171,138",0.00,"2,028,957",0.00,"533,764",0.00,"475,845",0.00,"295,319",0.00,"438,014",0.00,"235,035",0.00,"124,085",0.00,"554,516",0.00,"1,631,280",0.00,"1,348,882",0.00,"800,715",0.00,"124,619",0.00,"422,373",0.00,"116,810",0.00,"90,200",0.00,"683,970",0.00,"79,678",0.00,"2,329,888",0.00,"164,338",0.00,"2,655,391",0.00,"734,714",0.00,"173,501",0.00,"1,213,196",0.00,"271,436",0.00,"1,084,033",0.00,"3,047,910",0.00,"237,504",0.00,"374,309",0.00,"35,761",0.00,"300,517",0.00,"2,663,503",0.00,"206,945",0.00,"144,145",0.00,"479,807",0.00,"1,212,860",0.00,"207,539",0.00,"683,618",0.00,"77,913",0.00
     Employee retirement,"549,310,769",0.13,"5,925,703",0.02,"1,645,529",0.00,"8,909,612",0.01,"3,782,218",0.05,"106,485,524",0.11,"11,183,475",0.73,"4,601,623",4.12,"1,205,462",0.00,"1,316,399",0.00,"23,428,995",2.02,"12,950,940",1.42,"1,885,077",0.00,"2,226,325",0.00,"24,735,500",0.58,"4,215,326",0.26,"4,009,973",0.00,"2,819,278",0.00,"4,609,875",0.02,"6,810,861",0.88,"1,696,447",0.00,"7,672,298",0.42,"12,325,809",1.05,"14,994,977",0.69,"12,979,776",0.02,"3,794,152",0.00,"9,720,739",1.13,"3,527,741",0.00,"2,524,890",0.00,"5,042,930",0.00,"1,435,576",0.00,"10,348,595",0.00,"3,146,628",0.00,"55,053,863",0.00,"10,310,980",0.00,"828,757",0.00,"28,229,966",0.00,"4,189,624",0.22,"9,436,451",0.00,"19,950,425",1.80,"1,222,278",0.99,"5,146,211",0.00,"1,270,373",0.00,"10,580,843",0.37,"34,958,830",0.45,"4,714,064",0.00,"464,101",0.00,"6,240,008",0.53,"12,689,941",0.02,"1,844,326",0.04,"18,814,416",0.00,"1,407,060",0.00
     Workers' compensation,"16,667,383",0.00,0,0.00,"4,654",0.00,0,0.00,"19,516",0.00,"2,140,394",0.00,"673,635",0.00,"36,246",0.00,"8,914",0.00,0,0.00,"235,921",0.00,0,0.00,0,0.00,"234,554",0.00,"48,699",0.00,"6,038",0.00,0,0.00,"2,653",0.00,"263,967",0.00,"71,952",0.00,"10,961",0.00,"27,609",0.00,"92,323",0.00,"15,304",0.00,"74,431",0.00,"5,119",0.00,"102,820",0.00,"219,736",0.00,52,0.00,0,0.00,0,0.00,"236,871",0.00,"30,413",0.00,"3,058,516",0.00,0,0.00,"210,792",0.00,"1,935,642",0.00,0,0.00,"716,276",0.00,"245,924",0.00,"19,243",0.00,"76,120",0.00,6,0.00,0,0.00,"1,289,762",0.00,"16,568",0.00,0,0.00,"3,130",0.00,"4,139,307",0.00,"112,843",0.00,"9,040",0.00,"271,432",0.00
     Other insurance trust revenue,"8,967,811",0.00,0,0.00,0,0.00,0,0.00,0,0.00,"7,457,819",0.00,"1,685",0.00,0,0.00,0,0.00,0,0.00,0,0.00,"105,941",0.00,0,0.00,0,0.00,152,0.00,0,0.00,0,0.00,0,0.00,0,0.00,"155,218",0.00,0,0.00,"96,219",0.00,"440,402",0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,"518,095",0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,"192,280",0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
           Expenditure1,"3,823,425,295",0.07,"48,289,663",0.25,"16,481,773",0.08,"62,744,911",0.13,"27,693,937",0.23,"604,272,325",0.38,"64,533,393",0.70,"41,621,427",0.28,"12,200,640",0.00,"18,960,588",0.00,"187,921,514",0.25,"89,142,467",0.27,"17,777,830",0.00,"14,088,385",0.21,"152,866,444",0.30,"61,723,054",0.22,"36,082,809",0.31,"30,597,127",0.32,"46,113,954",0.17,"49,834,044",0.16,"13,383,273",0.30,"72,291,333",0.09,"96,112,512",0.18,"103,376,962",0.32,"72,445,023",0.40,"30,168,144",0.20,"56,629,433",0.42,"11,070,672",0.13,"23,402,287",0.56,"27,730,054",0.02,"12,974,631",0.16,"115,238,770",0.26,"25,219,410",0.06,"367,414,285",0.10,"95,874,876",0.23,"10,141,490",0.37,"132,090,281",0.29,"35,201,386",0.24,"56,243,990",0.34,"152,764,901",0.23,"13,235,676",0.08,"51,709,390",0.19,"8,176,381",0.32,"62,895,253",0.39,"280,239,233",0.21,"32,470,400",0.23,"8,135,900",0.19,"86,536,936",0.24,"96,380,824",0.30,"18,189,330",0.17,"62,606,537",0.39,"10,129,438",0.36
By character and object:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Intergovernmental expenditure1,"3,226,297",0.00,0,0.00,0,0.00,0,0.00,189,0.00,"2,931,228",0.00,"1,987",0.00,0,0.00,"1,406",0.00,0,0.00,0,0.00,0,0.00,382,0.00,0,0.00,"15,375",0.00,"1,155",0.00,0,0.00,42,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,"1,615",0.00,"1,766",0.00,0,0.00,"16,788",0.00,0,0.00,0,0.00,"3,790",0.00,0,0.00,"12,500",0.00,0,0.00,0,0.00,0,0.00,0,0.00,"16,451",0.00,"44,907",0.00,0,0.00,"123,051",0.00,"19,907",0.00,0,0.00,0,0.00,0,0.00,0,0.00,3,0.00,0,0.00,135,0.00,0,0.00,0,0.00,0,0.00,"33,620",0.00
     Direct expenditure,"3,820,198,998",0.07,"48,289,663",0.25,"16,481,773",0.08,"62,744,911",0.13,"27,693,748",0.23,"601,341,097",0.38,"64,531,406",0.70,"41,621,427",0.28,"12,199,234",0.00,"18,960,588",0.00,"187,921,514",0.25,"89,142,467",0.27,"17,777,448",0.00,"14,088,385",0.21,"152,851,069",0.30,"61,721,899",0.22,"36,082,809",0.31,"30,597,085",0.32,"46,113,954",0.17,"49,834,044",0.16,"13,383,273",0.30,"72,291,333",0.09,"96,112,512",0.18,"103,375,347",0.32,"72,443,257",0.40,"30,168,144",0.20,"56,612,645",0.42,"11,070,672",0.13,"23,402,287",0.56,"27,726,264",0.02,"12,974,631",0.16,"115,226,270",0.26,"25,219,410",0.06,"367,414,285",0.10,"95,874,876",0.23,"10,141,490",0.37,"132,073,830",0.29,"35,156,479",0.24,"56,243,990",0.34,"152,641,850",0.23,"13,215,769",0.08,"51,709,390",0.19,"8,176,381",0.32,"62,895,253",0.39,"280,239,233",0.21,"32,470,397",0.23,"8,135,900",0.19,"86,536,801",0.24,"96,380,824",0.30,"18,189,330",0.17,"62,606,537",0.39,"10,095,818",0.36
          Current operations,"2,876,604,083",0.07,"37,616,577",0.29,"12,512,333",0.09,"47,439,815",0.14,"21,620,153",0.22,"449,858,638",0.34,"46,753,702",0.47,"29,480,607",0.16,"9,545,577",0.00,"12,935,854",0.00,"147,479,181",0.26,"67,860,262",0.26,"13,109,590",0.00,"11,053,173",0.25,"108,086,153",0.38,"49,110,037",0.26,"27,861,561",0.35,"24,092,049",0.36,"34,632,829",0.19,"38,169,292",0.15,"10,919,549",0.31,"55,678,075",0.06,"73,935,675",0.18,"81,071,971",0.38,"54,656,121",0.31,"23,991,777",0.15,"44,007,107",0.46,"8,526,893",0.10,"18,234,991",0.37,"19,966,141",0.02,"10,634,953",0.19,"89,395,881",0.33,"19,773,717",0.05,"269,422,746",0.10,"75,388,392",0.28,"7,241,411",0.43,"97,785,467",0.34,"26,127,392",0.26,"42,999,542",0.29,"114,090,017",0.21,"10,131,304",0.07,"39,538,036",0.18,"5,987,734",0.27,"50,115,541",0.45,"200,204,375",0.25,"24,185,231",0.27,"6,765,883",0.20,"66,725,927",0.28,"70,815,069",0.37,"14,196,707",0.12,"46,991,017",0.25,"7,882,061",0.39
          Capital outlay,"390,988,818",0.48,"4,732,874",0.77,"2,029,088",0.35,"6,177,919",0.80,"2,849,306",0.81,"49,863,678",3.37,"8,158,241",4.79,"3,736,293",0.69,"1,192,763",0.00,"3,903,722",0.00,"20,471,326",1.13,"9,380,172",1.04,"2,582,315",0.00,"1,439,730",0.80,"13,197,364",1.28,"6,175,066",0.61,"4,270,154",1.20,"3,364,197",1.26,"4,133,940",0.88,"4,542,819",1.09,"944,867",2.12,"6,706,301",0.79,"8,601,935",1.05,"7,479,018",1.35,"8,568,997",2.74,"2,340,618",2.09,"4,435,656",0.82,"1,140,210",1.03,"3,276,974",3.41,"3,307,535",0.05,"815,015",0.53,"6,835,712",0.78,"2,062,052",0.59,"38,525,719",0.56,"10,202,253",0.83,"1,842,911",1.15,"11,603,863",1.60,"4,903,515",1.04,"5,155,143",2.76,"15,375,752",1.42,"792,144",0.12,"5,416,099",1.21,"1,181,834",0.99,"5,950,156",1.28,"43,964,667",0.62,"4,919,208",0.57,"601,682",0.85,"9,573,797",0.82,"12,724,983",0.93,"1,338,039",1.92,"6,931,144",3.11,"1,270,049",1.51
               Construction,"313,205,764",0.32,"3,815,618",0.93,"1,690,065",0.42,"5,098,106",0.96,"2,367,017",0.43,"39,065,820",1.80,"6,579,833",5.89,"3,233,693",0.77,"989,470",0.00,"2,882,393",0.00,"15,853,551",0.87,"7,673,985",1.24,"1,677,978",0.00,"1,103,153",0.86,"10,066,157",1.14,"4,519,765",0.73,"3,657,672",1.37,"2,715,046",1.51,"3,253,553",0.68,"3,702,250",1.34,"786,343",2.07,"5,644,553",0.19,"6,340,337",1.33,"4,953,922",0.51,"5,765,894",2.14,"1,817,814",2.67,"3,452,634",0.79,"942,276",1.24,"2,624,312",3.87,"2,766,168",0.06,"649,324",0.43,"5,827,372",0.77,"1,675,771",0.66,"32,663,524",0.61,"8,089,491",0.99,"1,611,686",1.31,"9,788,699",1.80,"3,781,696",0.70,"4,530,686",3.13,"12,350,748",1.58,"646,989",0.06,"4,396,164",1.38,"1,038,753",0.96,"4,350,324",1.64,"36,751,915",0.69,"3,771,401",0.69,"483,229",0.65,"7,960,411",0.81,"9,799,370",1.02,"1,078,778",1.87,"5,852,322",3.66,"1,067,733",1.73
               Other capital outlay,"77,783,054",2.03,"917,257",0.95,"339,023",0.27,"1,079,813",0.65,"482,289",4.30,"10,797,858",14.15,"1,578,407",3.12,"502,600",1.19,"203,293",0.00,"1,021,329",0.00,"4,617,775",4.02,"1,706,187",1.24,"904,337",0.00,"336,578",1.92,"3,131,207",3.94,"1,655,301",1.08,"612,482",1.72,"649,151",1.54,"880,388",3.25,"840,569",0.40,"158,525",7.35,"1,061,747",4.88,"2,261,598",1.47,"2,525,096",3.87,"2,803,104",7.11,"522,804",1.08,"983,022",2.48,"197,934",0.73,"652,662",7.16,"541,367",0.00,"165,691",1.98,"1,008,340",2.93,"386,281",1.38,"5,862,196",1.32,"2,112,762",1.33,"231,225",0.86,"1,815,164",3.29,"1,121,819",3.89,"624,457",1.40,"3,025,004",3.25,"145,155",0.63,"1,019,935",2.54,"143,081",4.28,"1,599,832",1.66,"7,212,752",1.37,"1,147,807",0.89,"118,453",3.38,"1,613,386",2.82,"2,925,614",2.20,"259,261",6.09,"1,078,823",2.09,"202,316",2.54
          Assistance and subsidies,"63,294,672",0.04,"937,541",0.00,"156,646",0.00,"2,627,005",0.00,"479,449",0.00,"12,555,424",0.00,"922,656",0.01,"506,486",0.00,"351,317",0.00,"879,178",0.00,"2,361,592",0.00,"1,349,426",0.00,"139,444",0.00,"171,121",0.00,"1,618,723",0.00,"1,420,605",0.00,"623,584",0.00,"215,364",0.00,"1,150,992",0.00,"709,848",0.00,"175,533",0.09,"1,558,242",0.00,"1,040,193",0.00,"1,571,332",0.00,"1,525,295",0.91,"403,888",0.00,"621,873",0.00,"87,500",0.00,"190,714",0.00,"574,921",0.00,"239,326",0.03,"1,755,848",0.09,"238,818",0.00,"4,678,193",0.34,"1,841,292",0.57,"126,052",0.00,"1,798,438",0.01,"623,195",0.00,"524,840",0.00,"3,067,153",0.00,"175,387",0.00,"1,244,239",0.00,"155,424",0.00,"1,394,590",0.00,"3,589,832",0.00,"811,121",0.00,"179,302",0.00,"1,302,144",0.87,"1,252,969",0.00,"318,689",0.00,"1,011,977",0.05,"39,950",0.00
          Interest on debt,"126,993,630",0.23,"1,147,016",2.79,"342,279",0.08,"1,577,391",0.46,"586,820",6.26,"21,070,389",0.96,"2,475,321",1.76,"2,058,412",0.08,"293,246",0.00,"682,136",0.00,"4,580,119",1.32,"2,410,939",0.58,"360,138",0.00,"239,710",0.45,"8,445,501",0.48,"2,003,824",0.56,"620,770",1.11,"866,645",0.65,"1,469,292",0.53,"1,368,650",0.34,"289,407",1.11,"2,205,846",0.12,"3,511,156",0.18,"3,333,497",0.49,"1,786,297",0.68,"555,837",0.82,"1,730,652",1.36,"205,268",0.54,"506,592",1.39,"1,122,458",0.02,"440,452",0.35,"3,377,961",1.19,"668,062",0.20,"17,427,483",0.16,"2,047,271",0.69,"263,992",1.45,"3,341,257",1.93,"698,378",1.30,"1,433,584",0.68,"4,726,364",2.24,"555,763",0.02,"1,257,314",0.31,"222,906",7.81,"1,837,486",1.39,"11,522,495",0.87,"787,774",3.49,"152,525",3.59,"2,522,339",0.69,"3,708,401",0.56,"701,418",0.35,"1,388,336",0.87,"66,465",1.70
          Insurance benefits and repayments,"362,317,795",0.09,"3,855,655",0.43,"1,441,427",0.00,"4,922,782",0.02,"2,158,020",0.22,"67,992,968",0.08,"6,221,486",0.91,"5,839,629",1.82,"816,331",0.00,"559,698",0.00,"13,029,297",1.00,"8,141,667",1.54,"1,585,961",0.00,"1,184,651",0.00,"21,503,328",0.57,"3,012,367",0.49,"2,706,740",0.00,"2,058,830",0.00,"4,726,900",0.06,"5,043,435",0.59,"1,053,917",0.00,"6,142,870",0.27,"9,023,553",0.65,"9,919,529",0.54,"5,906,546",0.08,"2,876,024",0.00,"5,817,356",1.90,"1,110,801",0.01,"1,193,015",0.01,"2,755,209",0.00,"844,885",0.00,"13,860,867",0.00,"2,476,761",0.00,"37,360,144",0.00,"6,395,668",0.00,"667,124",0.00,"17,544,805",0.00,"2,804,000",0.20,"6,130,882",0.00,"15,382,565",0.59,"1,561,172",0.50,"4,253,702",0.00,"628,484",0.00,"3,597,480",1.05,"20,957,864",0.13,"1,767,063",0.00,"436,509",0.00,"6,412,595",0.44,"7,879,401",0.01,"1,634,477",0.06,"6,284,063",0.00,"837,294",0.00
          Exhibit: Salaries and wages,"997,862,661",0.05,"14,212,191",0.51,"3,525,766",0.08,"15,656,698",0.11,"7,551,103",0.42,"152,261,956",0.03,"18,051,738",0.25,"12,950,646",0.11,"2,996,413",0.02,"4,476,296",0.00,"46,821,199",0.16,"25,885,203",0.79,"4,446,114",0.00,"4,278,534",0.22,"39,092,668",0.10,"15,573,572",0.43,"10,602,630",0.10,"9,690,296",0.07,"11,245,675",0.55,"12,349,361",0.96,"3,434,787",1.14,"20,392,681",0.18,"23,745,664",0.60,"25,823,591",0.45,"18,611,248",0.40,"8,010,171",0.52,"14,772,587",0.34,"2,944,823",0.18,"6,724,582",0.38,"7,268,248",0.16,"3,771,893",0.12,"34,359,035",0.54,"6,022,076",0.63,"88,773,970",0.19,"29,085,572",0.14,"2,584,797",0.27,"32,343,694",0.27,"9,569,395",0.22,"13,126,753",0.34,"34,432,254",0.33,"3,331,096",0.23,"13,235,832",1.08,"2,295,649",0.43,"16,094,914",0.51,"79,154,290",0.03,"8,370,312",0.99,"2,271,797",0.10,"25,134,192",0.27,"27,331,762",0.66,"4,428,513",1.51,"16,040,516",0.36,"2,707,908",0.18
Direct expenditure by function,"3,820,198,998",0.07,"48,289,663",0.25,"16,481,773",0.08,"62,744,911",0.13,"27,693,748",0.23,"601,341,097",0.38,"64,531,406",0.70,"41,621,427",0.28,"12,199,234",0.00,"18,960,588",0.00,"187,921,514",0.25,"89,142,467",0.27,"17,777,448",0.00,"14,088,385",0.21,"152,851,069",0.30,"61,721,899",0.22,"36,082,809",0.31,"30,597,085",0.32,"46,113,954",0.17,"49,834,044",0.16,"13,383,273",0.30,"72,291,333",0.09,"96,112,512",0.18,"103,375,347",0.32,"72,443,257",0.40,"30,168,144",0.20,"56,612,645",0.42,"11,070,672",0.13,"23,402,287",0.56,"27,726,264",0.02,"12,974,631",0.16,"115,226,270",0.26,"25,219,410",0.06,"367,414,285",0.10,"95,874,876",0.23,"10,141,490",0.37,"132,073,830",0.29,"35,156,479",0.24,"56,243,990",0.34,"152,641,850",0.23,"13,215,769",0.08,"51,709,390",0.19,"8,176,381",0.32,"62,895,253",0.39,"280,239,233",0.21,"32,470,397",0.23,"8,135,900",0.19,"86,536,801",0.24,"96,380,824",0.30,"18,189,330",0.17,"62,606,537",0.39,"10,095,818",0.36
     Direct general expenditure,"3,210,096,198",0.08,"41,015,760",0.24,"14,385,314",0.09,"51,397,298",0.14,"24,543,937",0.24,"488,982,073",0.44,"53,978,961",0.81,"34,344,697",0.15,"10,829,200",0.00,"14,324,343",0.00,"162,669,773",0.23,"74,540,182",0.23,"15,007,362",0.00,"12,520,345",0.22,"123,564,695",0.35,"56,014,923",0.23,"31,901,304",0.34,"26,942,864",0.32,"39,305,224",0.16,"43,424,998",0.17,"12,019,777",0.32,"62,298,524",0.10,"80,212,515",0.18,"88,714,456",0.36,"62,676,562",0.45,"26,149,870",0.20,"47,930,695",0.38,"9,633,457",0.14,"17,838,332",0.68,"23,439,179",0.02,"11,407,548",0.18,"97,504,744",0.30,"21,877,426",0.07,"297,095,892",0.12,"83,942,663",0.25,"9,127,696",0.40,"109,450,478",0.33,"29,510,015",0.24,"47,193,272",0.37,"130,200,358",0.25,"11,309,141",0.06,"43,929,826",0.16,"7,189,723",0.36,"49,315,338",0.44,"241,508,302",0.23,"27,985,181",0.24,"7,360,461",0.19,"76,084,735",0.26,"78,601,959",0.36,"16,124,918",0.15,"53,911,673",0.45,"8,858,228",0.38
          Capital outlay,"335,338,567",0.55,"4,315,578",0.64,"1,890,441",0.38,"4,476,319",0.93,"2,671,971",0.38,"39,630,947",4.21,"6,928,922",5.60,"3,462,463",0.74,"1,137,440",0.00,"1,806,191",0.00,"18,234,994",1.06,"8,195,841",1.17,"1,978,704",0.00,"1,383,862",0.52,"11,644,661",1.40,"5,872,742",0.64,"4,060,628",1.22,"3,044,537",1.21,"3,800,170",0.79,"4,400,186",1.13,"910,189",2.18,"5,739,613",0.92,"6,393,344",1.38,"6,808,721",1.47,"7,887,645",2.95,"2,232,093",1.99,"4,110,352",0.79,"1,048,940",1.06,"2,447,922",4.35,"2,980,171",0.06,"780,779",0.53,"6,148,207",0.82,"1,857,211",0.62,"29,641,342",0.72,"9,254,515",0.80,"1,754,247",1.20,"10,856,515",1.66,"3,661,951",1.22,"4,517,959",3.06,"14,084,320",1.53,"714,399",0.14,"4,741,825",0.72,"1,126,673",1.03,"4,919,749",1.33,"39,630,655",0.65,"4,423,321",0.63,"568,930",0.89,"8,381,713",0.92,"9,549,840",1.17,"1,233,036",1.59,"6,826,248",3.16,"1,169,545",1.58
          Other direct general expenditure,"2,874,757,631",0.06,"36,700,182",0.26,"12,494,873",0.09,"46,920,979",0.12,"21,871,967",0.27,"449,351,127",0.30,"47,050,039",0.43,"30,882,234",0.15,"9,691,760",0.00,"12,518,152",0.00,"144,434,779",0.22,"66,344,341",0.21,"13,028,658",0.00,"11,136,484",0.24,"111,920,034",0.35,"50,142,182",0.24,"27,840,677",0.34,"23,898,328",0.33,"35,505,054",0.15,"39,024,812",0.14,"11,109,588",0.30,"56,558,912",0.05,"73,819,171",0.16,"81,905,735",0.37,"54,788,917",0.29,"23,917,777",0.12,"43,820,343",0.41,"8,584,516",0.10,"15,390,410",0.38,"20,459,008",0.02,"10,626,769",0.19,"91,356,537",0.32,"20,020,216",0.05,"267,454,550",0.10,"74,688,148",0.27,"7,373,449",0.40,"98,593,963",0.32,"25,848,064",0.22,"42,675,312",0.26,"116,116,038",0.21,"10,594,743",0.07,"39,188,000",0.15,"6,063,050",0.38,"44,395,589",0.47,"201,877,647",0.24,"23,561,860",0.26,"6,791,531",0.19,"67,703,023",0.27,"69,052,118",0.38,"14,891,882",0.09,"47,085,424",0.24,"7,688,682",0.37
     Education services:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Education,"1,048,329,000",0.03,"14,660,310",0.00,"3,179,142",0.15,"17,355,915",0.00,"8,678,948",0.00,"140,270,623",0.06,"18,696,390",0.01,"13,510,317",0.20,"3,960,424",0.00,"3,041,661",0.00,"44,793,383",0.06,"29,489,842",0.00,"3,658,214",0.00,"3,840,068",0.00,"38,605,466",0.00,"18,549,527",0.00,"11,049,993",0.00,"9,968,135",0.00,"12,922,263",0.00,"12,201,711",0.00,"3,685,952",0.46,"21,320,702",0.00,"23,383,271",0.44,"32,345,460",0.00,"20,068,635",0.00,"8,177,055",0.00,"15,400,686",0.00,"3,088,644",0.00,"7,289,078",0.00,"7,062,057",0.00,"4,232,726",0.00,"39,423,024",0.22,"6,835,895",0.00,"88,185,432",0.09,"28,073,996",0.64,"2,907,797",0.00,"36,540,900",0.07,"10,492,568",0.00,"14,491,750",0.00,"44,125,160",0.01,"3,559,276",0.00,"15,521,625",0.00,"2,534,171",0.00,"15,004,812",0.93,"91,697,858",0.00,"10,555,744",0.00,"2,834,909",0.00,"27,147,019",0.57,"26,798,855",0.00,"5,151,687",0.00,"19,208,498",0.01,"2,751,426",0.00
                    Capital outlay,"103,962,854",0.09,"1,449,214",0.00,"271,777",0.24,"1,436,425",0.00,"905,674",0.00,"13,228,498",0.00,"2,520,113",0.00,"907,525",0.29,"350,955",0.00,"375,581",0.00,"3,155,390",0.00,"3,023,531",0.00,"494,699",0.00,"264,875",0.00,"2,703,730",0.00,"2,136,225",0.00,"1,195,340",0.00,"1,192,926",0.00,"1,384,071",0.00,"836,333",0.00,"241,980",0.17,"2,218,646",0.00,"1,737,197",2.66,"3,319,259",0.00,"2,532,469",0.00,"647,328",0.00,"1,112,996",0.00,"362,615",0.00,"729,280",0.00,"754,790",0.00,"218,969",0.00,"2,501,823",0.15,"822,674",0.00,"7,255,840",0.06,"2,303,330",2.68,"322,634",0.00,"3,725,049",0.00,"1,070,362",0.00,"1,784,742",0.00,"3,750,983",0.00,"90,065",0.00,"1,717,899",0.00,"355,825",0.00,"1,222,987",0.96,"14,654,018",0.00,"1,374,225",0.00,"138,077",0.00,"2,399,717",2.43,"4,061,210",0.00,"289,975",0.00,"2,065,831",0.02,"347,178",0.00
                 Higher education,"302,203,240",0.03,"5,515,678",0.00,"800,812",0.00,"6,369,940",0.00,"2,840,381",0.00,"43,517,089",0.00,"6,609,903",0.00,"3,183,496",0.00,"1,387,594",0.00,"135,726",0.00,"11,497,337",0.00,"6,329,100",0.00,"1,263,577",0.00,"1,242,554",0.00,"9,452,410",0.00,"6,703,872",0.00,"3,684,881",0.00,"3,387,345",0.00,"4,365,418",0.00,"3,337,940",0.00,"802,726",0.00,"6,393,116",0.00,"5,422,596",0.00,"12,462,149",0.00,"5,595,415",0.00,"2,972,195",0.00,"3,826,213",0.00,"977,775",0.00,"2,337,391",0.00,"1,614,249",0.00,"891,916",0.00,"7,620,853",0.00,"2,882,721",0.00,"14,160,445",0.56,"10,699,862",0.60,"978,790",0.00,"10,080,790",0.00,"3,887,979",0.00,"4,924,914",0.00,"10,873,914",0.00,"726,465",0.00,"4,511,429",0.00,"796,715",0.00,"3,758,740",0.00,"30,922,621",0.00,"4,817,425",0.00,"864,705",0.00,"8,502,295",0.00,"7,725,286",0.00,"1,644,261",0.00,"6,080,193",0.00,"822,043",0.00
                    Capital outlay,"33,795,464",0.03,"790,996",0.00,"142,968",0.00,"686,968",0.00,"329,953",0.00,"4,177,147",0.00,"664,788",0.00,"372,491",0.00,"220,673",0.00,0,0.00,"814,789",0.00,"869,270",0.00,"176,523",0.00,"112,272",0.00,"479,128",0.00,"837,890",0.00,"391,385",0.00,"327,988",0.00,"622,901",0.00,"256,715",0.00,"53,920",0.00,"621,646",0.00,"728,543",0.00,"1,756,673",0.00,"333,020",0.00,"326,244",0.00,"281,778",0.00,"77,309",0.00,"192,443",0.00,"138,266",0.00,"41,692",0.00,"851,066",0.00,"281,931",0.00,"1,549,541",0.29,"1,004,274",1.03,"70,424",0.00,"1,726,632",0.00,"358,338",0.00,"723,758",0.00,"1,557,343",0.00,"9,557",0.00,"393,749",0.00,"129,583",0.00,"373,003",0.00,"4,497,696",0.00,"543,441",0.00,"71,347",0.00,"1,013,560",0.00,"1,037,708",0.00,"85,254",0.00,"547,235",0.00,"143,644",0.00
                 Elementary & secondary,"686,791,260",0.05,"7,999,399",0.01,"2,265,784",0.21,"8,527,454",0.00,"5,275,769",0.00,"89,902,933",0.09,"11,005,557",0.01,"9,672,992",0.28,"2,079,748",0.00,"2,905,935",0.00,"29,236,314",0.09,"20,737,977",0.00,"2,264,187",0.00,"2,351,484",0.00,"27,299,736",0.00,"10,592,790",0.00,"6,843,349",0.00,"6,275,997",0.00,"7,447,047",0.00,"7,980,601",0.00,"2,677,141",0.63,"14,074,502",0.00,"16,555,777",0.62,"18,216,290",0.00,"13,414,007",0.00,"4,593,726",0.00,"10,662,651",0.00,"2,008,157",0.00,"4,683,303",0.00,"4,813,992",0.00,"3,080,457",0.00,"27,653,161",0.31,"3,564,569",0.00,"71,900,100",0.00,"15,467,916",1.08,"1,803,162",0.00,"24,906,350",0.11,"5,975,575",0.00,"8,235,623",0.00,"30,700,884",0.01,"2,560,833",0.00,"9,453,179",0.00,"1,609,953",0.00,"10,169,580",1.37,"58,205,747",0.00,"5,421,281",0.00,"1,729,012",0.00,"17,452,176",0.88,"17,620,558",0.00,"3,003,019",0.00,"12,188,085",0.01,"1,725,442",0.00
